Question_id;Description;Rating;Human_component_id;Human_component;Behavior_id;Behavior;Answer_id;Answers;Answer_value
R1.7.1.5;Das Tool muss die Einbeziehung mathematischer Formeln in Anforderungsbeschreibungen ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;193;Ist nicht realisierbar;0
R1.7.1.5;Das Tool muss die Einbeziehung mathematischer Formeln in Anforderungsbeschreibungen ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;194;Ist mit Editor hinzuzufügen;1
R1.7.1.5;Das Tool muss die Einbeziehung mathematischer Formeln in Anforderungsbeschreibungen ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;195;Ist einfach hinzuzufügen;2
R1.7.1.5;Das Tool muss die Einbeziehung mathematischer Formeln in Anforderungsbeschreibungen ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;196;Ist gleich verfügbar;3
R1.7.2;Das Tool muss Benutzerschulungsmaterialien für die Arbeit mit dem integrierten Texteditor bereitstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;197;Ist nicht realisierbar;0
R1.7.2;Das Tool muss Benutzerschulungsmaterialien für die Arbeit mit dem integrierten Texteditor bereitstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;198;Ist mit Editor hinzuzufügen;1
R1.7.2;Das Tool muss Benutzerschulungsmaterialien für die Arbeit mit dem integrierten Texteditor bereitstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;199;Ist einfach hinzuzufügen;2
R1.7.2;Das Tool muss Benutzerschulungsmaterialien für die Arbeit mit dem integrierten Texteditor bereitstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;200;Ist gleich verfügbar;3
R2;Jedes Anforderungskatalogobjekt muss über eine eindeutige, für Menschen lesbare Kennung verfügen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;201;Ist nicht realisierbar;0
R2;Jedes Anforderungskatalogobjekt muss über eine eindeutige, für Menschen lesbare Kennung verfügen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;202;Ist mit Editor hinzuzufügen;1
R2;Jedes Anforderungskatalogobjekt muss über eine eindeutige, für Menschen lesbare Kennung verfügen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;203;Ist einfach hinzuzufügen;2
R2;Jedes Anforderungskatalogobjekt muss über eine eindeutige, für Menschen lesbare Kennung verfügen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;204;Ist gleich verfügbar;3
R2.1;Mindestens eine Möglichkeit zur Identifizierung von Anforderungskatalogobjekten muss für Menschen lesbar sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;205;Ist nicht realisierbar;0
R2.1;Mindestens eine Möglichkeit zur Identifizierung von Anforderungskatalogobjekten muss für Menschen lesbar sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;206;Ist mit Editor hinzuzufügen;1
R2.1;Mindestens eine Möglichkeit zur Identifizierung von Anforderungskatalogobjekten muss für Menschen lesbar sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;207;Ist einfach hinzuzufügen;2
R2.1;Mindestens eine Möglichkeit zur Identifizierung von Anforderungskatalogobjekten muss für Menschen lesbar sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;208;Ist gleich verfügbar;3
R2.2;Liegt eine hierarchische Struktur vor, muss die eindeutige Identifizierung von Objekten unabhängig von der Struktur erfolgen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;209;Ist nicht realisierbar;0
R2.2;Liegt eine hierarchische Struktur vor, muss die eindeutige Identifizierung von Objekten unabhängig von der Struktur erfolgen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;210;Ist mit Editor hinzuzufügen;1
R2.2;Liegt eine hierarchische Struktur vor, muss die eindeutige Identifizierung von Objekten unabhängig von der Struktur erfolgen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;211;Ist einfach hinzuzufügen;2
R2.2;Liegt eine hierarchische Struktur vor, muss die eindeutige Identifizierung von Objekten unabhängig von der Struktur erfolgen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;212;Ist gleich verfügbar;3
R3;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;213;Ist nicht realisierbar;0
R3;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;214;Ist mit Editor hinzuzufügen;1
R3;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;215;Ist einfach hinzuzufügen;2
R3;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;216;Ist gleich verfügbar;3
R3.1;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Anforderungen und ihren externen Quellen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;217;Ist nicht realisierbar;0
R3.1;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Anforderungen und ihren externen Quellen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;218;Ist mit Editor hinzuzufügen;1
R3.1;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Anforderungen und ihren externen Quellen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;219;Ist einfach hinzuzufügen;2
R3.1;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Anforderungen und ihren externen Quellen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;220;Ist gleich verfügbar;3
R3.2;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Anforderungen und externen Entwicklungsartefakten wie Tests oder Quellcode unterstützen.;3;6;Entwickler, Tester;6;Traceability;221;Ist nicht realisierbar;0
R3.2;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Anforderungen und externen Entwicklungsartefakten wie Tests oder Quellcode unterstützen.;3;6;Entwickler, Tester;6;Traceability;222;Ist mit Editor hinzuzufügen;1
R3.2;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Anforderungen und externen Entwicklungsartefakten wie Tests oder Quellcode unterstützen.;3;6;Entwickler, Tester;6;Traceability;223;Ist einfach hinzuzufügen;2
R3.2;Das Anforderungsmanagementsystem muss den Aufbau von Beziehungen zwischen Anforderungen und externen Entwicklungsartefakten wie Tests oder Quellcode unterstützen.;3;6;Entwickler, Tester;6;Traceability;224;Ist gleich verfügbar;3
R3.3;Das Anforderungsmanagementsystem muss Eltern-Kind-Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;225;Ist nicht realisierbar;0
R3.3;Das Anforderungsmanagementsystem muss Eltern-Kind-Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;226;Ist mit Editor hinzuzufügen;1
R3.3;Das Anforderungsmanagementsystem muss Eltern-Kind-Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;227;Ist einfach hinzuzufügen;2
R3.3;Das Anforderungsmanagementsystem muss Eltern-Kind-Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;228;Ist gleich verfügbar;3
R3.4;Das Anforderungsmanagementsystem muss Eins-zu-viele-Beziehungen zwischen Anforderungskatalogelementen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;229;Ist nicht realisierbar;0
R3.4;Das Anforderungsmanagementsystem muss Eins-zu-viele-Beziehungen zwischen Anforderungskatalogelementen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;230;Ist mit Editor hinzuzufügen;1
R3.4;Das Anforderungsmanagementsystem muss Eins-zu-viele-Beziehungen zwischen Anforderungskatalogelementen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;231;Ist einfach hinzuzufügen;2
R3.4;Das Anforderungsmanagementsystem muss Eins-zu-viele-Beziehungen zwischen Anforderungskatalogelementen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;232;Ist gleich verfügbar;3
R3.5;Das Anforderungsmanagementsystem muss Viele-zu-Viele-Beziehungen zwischen Anforderungskatalogelementen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;233;Ist nicht realisierbar;0
R3.5;Das Anforderungsmanagementsystem muss Viele-zu-Viele-Beziehungen zwischen Anforderungskatalogelementen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;234;Ist mit Editor hinzuzufügen;1
R3.5;Das Anforderungsmanagementsystem muss Viele-zu-Viele-Beziehungen zwischen Anforderungskatalogelementen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;235;Ist einfach hinzuzufügen;2
R3.5;Das Anforderungsmanagementsystem muss Viele-zu-Viele-Beziehungen zwischen Anforderungskatalogelementen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;236;Ist gleich verfügbar;3
R3.6;Das Anforderungsmanagementsystem muss Eins-zu-eins-Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;237;Ist nicht realisierbar;0
R3.6;Das Anforderungsmanagementsystem muss Eins-zu-eins-Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;238;Ist mit Editor hinzuzufügen;1
R3.6;Das Anforderungsmanagementsystem muss Eins-zu-eins-Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;239;Ist einfach hinzuzufügen;2
R3.6;Das Anforderungsmanagementsystem muss Eins-zu-eins-Beziehungen zwischen Elementen des Anforderungskatalogs unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;6;Traceability;240;Ist gleich verfügbar;3
R3.7;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, Attribute für Beziehungen zwischen Elementen des Anforderungskatalogs festzulegen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;241;Ist nicht realisierbar;0
R3.7;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, Attribute für Beziehungen zwischen Elementen des Anforderungskatalogs festzulegen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;242;Ist mit Editor hinzuzufügen;1
R3.7;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, Attribute für Beziehungen zwischen Elementen des Anforderungskatalogs festzulegen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;243;Ist einfach hinzuzufügen;2
R3.7;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, Attribute für Beziehungen zwischen Elementen des Anforderungskatalogs festzulegen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;6;Traceability;244;Ist gleich verfügbar;3
R4;Das Tool muss einen Änderungsverlauf im Zusammenhang mit projektweiten Informationen verwalten.;4;7;Tester;3;Dokumentation der Geschichte;245;Ist nicht realisierbar;0
R4;Das Tool muss einen Änderungsverlauf im Zusammenhang mit projektweiten Informationen verwalten.;4;7;Tester;3;Dokumentation der Geschichte;246;Ist mit Editor hinzuzufügen;1
R4;Das Tool muss einen Änderungsverlauf im Zusammenhang mit projektweiten Informationen verwalten.;4;7;Tester;3;Dokumentation der Geschichte;247;Ist einfach hinzuzufügen;2
R4;Das Tool muss einen Änderungsverlauf im Zusammenhang mit projektweiten Informationen verwalten.;4;7;Tester;3;Dokumentation der Geschichte;248;Ist gleich verfügbar;3
R5;Das Anforderungsmanagementsystem muss es dem Benutzer ermöglichen, Änderungen innerhalb einer Arbeitssitzung mit dem Tool zu speichern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;249;Ist nicht realisierbar;0
R5;Das Anforderungsmanagementsystem muss es dem Benutzer ermöglichen, Änderungen innerhalb einer Arbeitssitzung mit dem Tool zu speichern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;250;Ist mit Editor hinzuzufügen;1
R5;Das Anforderungsmanagementsystem muss es dem Benutzer ermöglichen, Änderungen innerhalb einer Arbeitssitzung mit dem Tool zu speichern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;251;Ist einfach hinzuzufügen;2
R5;Das Anforderungsmanagementsystem muss es dem Benutzer ermöglichen, Änderungen innerhalb einer Arbeitssitzung mit dem Tool zu speichern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;252;Ist gleich verfügbar;3
R5.1;Das Anforderungsmanagementsystem muss es dem Benutzer ermöglichen, Änderungen beim Bearbeiten eines einzelnen Objekts zu speichern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;253;Ist nicht realisierbar;0
R5.1;Das Anforderungsmanagementsystem muss es dem Benutzer ermöglichen, Änderungen beim Bearbeiten eines einzelnen Objekts zu speichern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;254;Ist mit Editor hinzuzufügen;1
R5.1;Das Anforderungsmanagementsystem muss es dem Benutzer ermöglichen, Änderungen beim Bearbeiten eines einzelnen Objekts zu speichern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;255;Ist einfach hinzuzufügen;2
R5.1;Das Anforderungsmanagementsystem muss es dem Benutzer ermöglichen, Änderungen beim Bearbeiten eines einzelnen Objekts zu speichern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;256;Ist gleich verfügbar;3
R5.2;Das Anforderungsmanagementsystem soll Änderungen beim Bearbeiten eines einzelnen Objekts automatisch speichern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;257;Ist nicht realisierbar;0
R5.2;Das Anforderungsmanagementsystem soll Änderungen beim Bearbeiten eines einzelnen Objekts automatisch speichern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;258;Ist mit Editor hinzuzufügen;1
R5.2;Das Anforderungsmanagementsystem soll Änderungen beim Bearbeiten eines einzelnen Objekts automatisch speichern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;259;Ist einfach hinzuzufügen;2
R5.2;Das Anforderungsmanagementsystem soll Änderungen beim Bearbeiten eines einzelnen Objekts automatisch speichern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;260;Ist gleich verfügbar;3
R5.3;Das Anforderungsmanagementsystem sollte Änderungen nach Abschluss der Bearbeitungssitzung automatisch speichern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;261;Ist nicht realisierbar;0
R5.3;Das Anforderungsmanagementsystem sollte Änderungen nach Abschluss der Bearbeitungssitzung automatisch speichern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;262;Ist mit Editor hinzuzufügen;1
R5.3;Das Anforderungsmanagementsystem sollte Änderungen nach Abschluss der Bearbeitungssitzung automatisch speichern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;263;Ist einfach hinzuzufügen;2
R5.3;Das Anforderungsmanagementsystem sollte Änderungen nach Abschluss der Bearbeitungssitzung automatisch speichern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;11;Funktionale Merkmale;264;Ist gleich verfügbar;3
R6;Das Tool muss sowohl Einzelbenutzer als auch mehrere gleichzeitige Benutzer für die gemeinsame Arbeit unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;265;Ist nicht realisierbar;0
R6;Das Tool muss sowohl Einzelbenutzer als auch mehrere gleichzeitige Benutzer für die gemeinsame Arbeit unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;266;Ist mit Editor hinzuzufügen;1
R6;Das Tool muss sowohl Einzelbenutzer als auch mehrere gleichzeitige Benutzer für die gemeinsame Arbeit unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;267;Ist einfach hinzuzufügen;2
R6;Das Tool muss sowohl Einzelbenutzer als auch mehrere gleichzeitige Benutzer für die gemeinsame Arbeit unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;268;Ist gleich verfügbar;3
R6.1;Das Tool muss die Kommunikation und Zusammenarbeit zwischen Benutzern durch Funktionen wie Online-Änderungsvorschläge, Überprüfungssysteme, Diskussionsthreads und verteilte Datenverwaltung erleichtern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;269;Ist nicht realisierbar;0
R6.1;Das Tool muss die Kommunikation und Zusammenarbeit zwischen Benutzern durch Funktionen wie Online-Änderungsvorschläge, Überprüfungssysteme, Diskussionsthreads und verteilte Datenverwaltung erleichtern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;270;Ist mit Editor hinzuzufügen;1
R6.1;Das Tool muss die Kommunikation und Zusammenarbeit zwischen Benutzern durch Funktionen wie Online-Änderungsvorschläge, Überprüfungssysteme, Diskussionsthreads und verteilte Datenverwaltung erleichtern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;271;Ist einfach hinzuzufügen;2
R6.1;Das Tool muss die Kommunikation und Zusammenarbeit zwischen Benutzern durch Funktionen wie Online-Änderungsvorschläge, Überprüfungssysteme, Diskussionsthreads und verteilte Datenverwaltung erleichtern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;272;Ist gleich verfügbar;3
R6.2;Das Anforderungsmanagementsystem muss die Sperrung des Zugriffs auf einen Teil des Anforderungskatalogs während der Bearbeitung unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;273;Ist nicht realisierbar;0
R6.2;Das Anforderungsmanagementsystem muss die Sperrung des Zugriffs auf einen Teil des Anforderungskatalogs während der Bearbeitung unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;274;Ist mit Editor hinzuzufügen;1
R6.2;Das Anforderungsmanagementsystem muss die Sperrung des Zugriffs auf einen Teil des Anforderungskatalogs während der Bearbeitung unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;275;Ist einfach hinzuzufügen;2
R6.2;Das Anforderungsmanagementsystem muss die Sperrung des Zugriffs auf einen Teil des Anforderungskatalogs während der Bearbeitung unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;276;Ist gleich verfügbar;3
R6.2.1;Das Anforderungsmanagementsystem muss einem Benutzer die Möglichkeit bieten, eine Reihe von Anforderungen als für die Bearbeitung durch andere Benutzer gesperrt zu markieren.;4;3;Projektmanager, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;277;Ist nicht realisierbar;0
R6.2.1;Das Anforderungsmanagementsystem muss einem Benutzer die Möglichkeit bieten, eine Reihe von Anforderungen als für die Bearbeitung durch andere Benutzer gesperrt zu markieren.;4;3;Projektmanager, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;278;Ist mit Editor hinzuzufügen;1
R6.2.1;Das Anforderungsmanagementsystem muss einem Benutzer die Möglichkeit bieten, eine Reihe von Anforderungen als für die Bearbeitung durch andere Benutzer gesperrt zu markieren.;4;3;Projektmanager, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;279;Ist einfach hinzuzufügen;2
R6.2.1;Das Anforderungsmanagementsystem muss einem Benutzer die Möglichkeit bieten, eine Reihe von Anforderungen als für die Bearbeitung durch andere Benutzer gesperrt zu markieren.;4;3;Projektmanager, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;280;Ist gleich verfügbar;3
R6.3;Das Anforderungsmanagementsystem muss die nachträgliche Zusammenführung von Änderungen im Falle eines Co-Editing-Konflikts unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;281;Ist nicht realisierbar;0
R6.3;Das Anforderungsmanagementsystem muss die nachträgliche Zusammenführung von Änderungen im Falle eines Co-Editing-Konflikts unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;282;Ist mit Editor hinzuzufügen;1
R6.3;Das Anforderungsmanagementsystem muss die nachträgliche Zusammenführung von Änderungen im Falle eines Co-Editing-Konflikts unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;283;Ist einfach hinzuzufügen;2
R6.3;Das Anforderungsmanagementsystem muss die nachträgliche Zusammenführung von Änderungen im Falle eines Co-Editing-Konflikts unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;284;Ist gleich verfügbar;3
R6.3.1;Das Anforderungsmanagementsystem muss die Konfliktlösung dem Benutzer zuweisen, der später Änderungen vornimmt.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;285;Ist nicht realisierbar;0
R6.3.1;Das Anforderungsmanagementsystem muss die Konfliktlösung dem Benutzer zuweisen, der später Änderungen vornimmt.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;286;Ist mit Editor hinzuzufügen;1
R6.3.1;Das Anforderungsmanagementsystem muss die Konfliktlösung dem Benutzer zuweisen, der später Änderungen vornimmt.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;287;Ist einfach hinzuzufügen;2
R6.3.1;Das Anforderungsmanagementsystem muss die Konfliktlösung dem Benutzer zuweisen, der später Änderungen vornimmt.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;288;Ist gleich verfügbar;3
R6.3.2;Das Anforderungsmanagementsystem sollte Werkzeuge zur Analyse von Änderungen und zur manuellen Lösung von Konflikten bereitstellen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;289;Ist nicht realisierbar;0
R6.3.2;Das Anforderungsmanagementsystem sollte Werkzeuge zur Analyse von Änderungen und zur manuellen Lösung von Konflikten bereitstellen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;290;Ist mit Editor hinzuzufügen;1
R6.3.2;Das Anforderungsmanagementsystem sollte Werkzeuge zur Analyse von Änderungen und zur manuellen Lösung von Konflikten bereitstellen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;291;Ist einfach hinzuzufügen;2
R6.3.2;Das Anforderungsmanagementsystem sollte Werkzeuge zur Analyse von Änderungen und zur manuellen Lösung von Konflikten bereitstellen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;292;Ist gleich verfügbar;3
R6.3.3;Das Anforderungsmanagementsystem sollte keine automatische Zusammenführung widersprüchlicher Änderungen zulassen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;293;Ist nicht realisierbar;0
R6.3.3;Das Anforderungsmanagementsystem sollte keine automatische Zusammenführung widersprüchlicher Änderungen zulassen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;294;Ist mit Editor hinzuzufügen;1
R6.3.3;Das Anforderungsmanagementsystem sollte keine automatische Zusammenführung widersprüchlicher Änderungen zulassen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;295;Ist einfach hinzuzufügen;2
R6.3.3;Das Anforderungsmanagementsystem sollte keine automatische Zusammenführung widersprüchlicher Änderungen zulassen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;12;Gemeinsames Arbeiten an derselben Aufgabe;296;Ist gleich verfügbar;3
R6.4;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, Änderungen in Struktur und Inhalt des Anforderungskatalogs nachzuverfolgen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;2;Änderungsverwaltung und Kommentare;297;Ist nicht realisierbar;0
R6.4;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, Änderungen in Struktur und Inhalt des Anforderungskatalogs nachzuverfolgen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;2;Änderungsverwaltung und Kommentare;298;Ist mit Editor hinzuzufügen;1
R6.4;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, Änderungen in Struktur und Inhalt des Anforderungskatalogs nachzuverfolgen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;2;Änderungsverwaltung und Kommentare;299;Ist einfach hinzuzufügen;2
R6.4;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, Änderungen in Struktur und Inhalt des Anforderungskatalogs nachzuverfolgen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;2;Änderungsverwaltung und Kommentare;300;Ist gleich verfügbar;3
